ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_vl4xMv3SysU9zA5;waste;0;0;;;;;;CB
R_2PtWuanggYp0wn5;waste;100;0;If there was a guarantee that all communities would reduce their level of waste then it would be worth it to pay for this service;;;other;;CB
R_22CYQz7AFLnyeQ2;waste;25;0;The first situation makes a difference and the second doesnt.;;;conseq;;CB
R_Pt78oUzqShXGsCt;waste;0;0;;;;;;CB
R_6JUdmkVdDtL94lj;waste;20;20;;I am poor, and thus cannot afford much but I would be willing to spend the same amount regardless, for my own personal satisfaction.;I would be willing to pay because in the end I can't look at everyone else is doing, I have to follow my own moral compass.;deont: feelgood, deont: principle;;CB
R_3fTwthtNC8stSw9;waste;20;0;The second situation was different because no matter what it didn't change anything.  If I pay it doesn't matter.;;;conseq;;CB
R_3h3LxHoaN9CEtF1;waste;100;0;I wouldn't want to spend money when there's no benefit to it.;;;conseq;;CB
R_1KjsxnrIllnvLjI;waste;50;10;I am more likely to pay for something I know has an impact than something that doesn't/;;I would still like to personally be better at these things, so I would pay some money in this situation even if it didn't impact the world as a whole.;conseq, deont;;CB
R_2X0BCEqpYw6jfi5;waste;50;20;Me making a difference incentivizes me to pay more, but me not making a difference is no excuse to be even worse;;I'd like the impact not to be positive. zero is still as acceptable as negative;conseq;;CB
R_2xV3mJraLDn44tz;waste;3;0;I don't think it makes sense to reduce my amount when it has literally no effect. Paying money for this type of action doesn't make sense to me.;;;conseq;;CB
R_XXq2gk74sH5XkS5;waste;0;0;;;;;;CB
R_3lzi4qYCqbE9p1c;waste;0;0;;;;;;CB
R_28SrCVX1OHOaXSX;waste;50;0;I'm focused on the results. If I have to change my habits or make a monetary sacrifice, I want what I'm doing to actually have a positive effect. I don't see a point in making a change myself if the net result amounts to nothing.;;;conseq;;CB
R_b3qOw0rd8S6VHix;waste;10;0;I would like to pay to actually see any changes are to be made;;;conseq;;CB
R_Q54TzGOrkQgu9u9;waste;50;50;;I can't control other people. On the flip side these big companies also need to be coming out of their pockets to help the environment....;Because I still want to do my part. You can't always wait on other people to do something.;deont: ownpart;;CB
R_1FblVGeAA4cjLgZ;waste;20;0;There is a major effect in this situation which is worth the money.;;;conseq;;CB
R_YcpdofqCpI5kfjX;waste;10;0;If my contribution doesn't matter (i.e. the total amount of non-recyclable waste remains the same), then I don't see any value in paying for it.;;;conseq;;CB
R_3yElG8Cp6rAvGc9;waste;10;5;At first, I thought by reducing my waste by 100 pounds it would help the whole world.;;I would be willing to pay because it would be helping my community as well as myself.;conseqstill;;CB
R_ROdFavY8dOLIaAh;waste;0;0;;;;;;CB
R_31uUkuktlB0Qv6q;waste;0;0;;;;;;CB
R_1d6J3YI1d7Wcoxs;waste;10;0;If it did not make a difference I wouldnt pay for it to be done. i dont necessarily want to pay at all but at least it would be making a difference.;;;conseq;;CB
R_3EKYaBvVT2dn5gQ;waste;20;20;;I still feel like I am doing my part to make the world a better place.;If people see me doing this maybe some of them will come over to my side and join me.;deont: ownpart, conseqstill;;CB
R_3sh4CdzG7o3cwgm;waste;100;0;In the second scenario, any money spent would be rendered moot.;;;conseq;;CB
R_RfUvJHm7y1zfBhT;waste;0;0;;;;;;CB
R_1lmn7nb46Ca6msp;waste;20;30;;;;;;CB
R_2S5ZiTRg4qBzf7n;waste;65;0;they have different impact;;;conseq;;CB
R_1hShOm7NlBjk66J;waste;100;40;I gave different answers honestly because the two options have different consequences. I can clearly see the positive change being done in situation 1 so I am more inclined to donate there.;;I would feel guilty if I did not pay anything in situation 2. It's a moral thing when it comes down to it for me.;conseq, deont: principle;;CB
R_cHoyaMnuxIQ1cXf;waste;0;0;;;;;;CB
R_yHFUYUWRj69pTdT;waste;40;40;;I still think it would make me feel better to try and reduce my non-recyclable waste making it worth the cost to me personally.;Because I still feel it's the right choice to make.;deont: feelgood;;CB
R_3dNi00lqyAsxBuQ;waste;75;25;If it makes a difference, I can squeeze $75 to pay to help the environment. Otherwise, I still am willing to pay $25 because I do pay for recycling services anyway. Maybe it will help in some tiny way some time in the future.;;You never know, it may help in ways we don't know. I pay for recycling, even though people in my neighborhood say that it doesn't help and that everything is thrown in the dump. I pay anyway for the service because there is always the chance that it does help the environment;conseq, conseqstill;;CB
R_25Wx9Su9qrzLkmP;waste;100;0;In Situation 1, the amount would actually make an impact whereas in Situation 2, it has no consequence. If there is no change resulted from my actions in Situation 2, I would not be willing to pay extra. But I would be willing to pay some amount if there was a difference made.;;;conseq;;CB
R_3erjLk8pjY2SQJM;waste;50;0;I don't see much incentive to pay for something that offers no positive consequence.;;;conseq;;CB
R_3M08B32SSVUFruN;waste;10;5;The first one would have more of an impact so put more money in for it. The second one would have zero impact so I put less money in towards it.;;It would still make me feel like I am helping in some small way and be better for my conscience.;conseq, conseqstill, deont: feelgood;;CB
R_1Ed42KssDimcC3H;waste;50;0;If my actions have zero influence on the waste levels why would I spend any money period? There seems to be no benefit. If there is an impact though, then the money usage is worth it.;;;conseq;;CB
R_3OpnakBHb0bJTMq;waste;0;0;;;;;;CB
R_300juIGXgNYYM0m;waste;100;100;;I based this amount on a annual number and thought $1.00 per 100 pounds is reasonable and affordable. Any amount and effort  to reduce non-recyclable waste is a good thing and overall will have a positive outcome on the environment.;As I don't like the thought of having to spend money to do this, per say, but we don't have the technology or the resources or cost-effective means to make products in an inexpensive manner when packaging/selling items the consumer buys and uses, but we have to start somewhere, and I am willing to start and to contribute to helping to protect the environment.  Not everything is or should be about money and/or the bottom line.  There are bigger fish to fry.;deont;;CB
R_3Gy5buU5b7ybymY;waste;0;0;;;;;;CB
R_2TnMQD1zXhTfnDM;waste;2;0;This doesn't interest me;;;other;;CB
R_1CdPpJBOBx6lEso;waste;10;10;;Because I want to reduce my non-recyclable waste even if the effect is unnoticeable.;Because I want to reduce my personal impact on the environment.;deont;;CB
R_2WVhoswHwNa3VKC;waste;0;0;;;;;;CB
R_1plYt7jl1KOYwPK;waste;100;0;Because if it's not going to change the end result, what is the point in paying a lot of money to try to make a difference?;;;conseq;;CB
R_1Nw8SdCeLsW2mUJ;waste;10;0;"Because in scenario 1 the total amount of non-recyclable waste 
will decrease, however in scenario 2 the total amount of non-recyclable waste does not change, therefore I did not feel paying additional money would help.




";;;conseq;;CB
R_umJjBmE5xZeg8AF;waste;1;0;I would not see a difference in my community;;;conseq;;CB
R_BKwCsqyazxCyygF;waste;20;0;Because if my choices don't affect anything, why even bother.;;;conseq;;CB
R_3HLkh42zY3tdkat;waste;100;100;;I still want to produce less overall waste.;I still want to produce less overall waste.;deont;;CB
R_1dn353F7sKjZY45;waste;5;0;in the second situations if it doesnt help then i pay nothing;;;conseq;;CB
R_bdq3uIWSSAATNpD;waste;10;0;In the first scenario, it would have an environmental impact so I would pay for that. In the second, there is no environmental impact so I don't understand why I would pay for that at all.;;;conseq;;CB
R_qw5SInLNZYFTatX;waste;100;50;I would pay more money if I knew the global numbers were affected.;;I still believe that lowering my personal impact is important even if the global impact remains the same.;conseq, deont;;CB
R_1DUzS9IwUMoLNvj;waste;20;0;"The first example had an immediate, measurable impact, which feels good. And while I might feel proud to be ""doing my part"" to confront the climate crisis, it is ultimately the   this might feel like a tangible ""ethical investment,"" the main climate culprits are big businesses who profit from environmental destruction and vandalism in order to produce as much profit as cheaply as possible.";;;deont;;CB
R_3lryYX1DSBJQZLf;waste;100;0;Well if I knew that it made a positive impact then I would be more willing to spend money. If there is no consequence at all from me reducing my waste what would even be the point of spending a bunch of money.;;;conseq;;CB
R_r85kWqCz1YwzlkJ;waste;100;100;;Whether I have an impact is not important as long as I personally do good for the environment. If I reduce waste by 100 pounds and someone else disposes it by 100 pounds. It does not matter for that is my personal accomplishment.;Even if the outcome is offset by others. I still think 100 pounds disposed is better than 200 pounds disposed.;deont;;CB
R_3QKxhzfh7T3F1ZS;waste;45;45;;"I would still be willing to limit my waste to the same amount, as even if it doesn't yield a net positive, it's still something to address the issue; it is not contributing to it.";Like I said, its still progress, even if it's not in the positive direction. Its waste that doesn't get thrown away pointlessly.;deont;;CB
R_6nZ3zvnMhDlHqMx;waste;100;0;In the second scenario, my waste reduction would have zero positive effect on the environment, so I don't know why I would pay extra money to accomplish absolutely nothing.;;;conseq;;CB
R_3kwdKMSQt4mpqlD;waste;50;50;;I think it's important to reduce the amount of non-recyclable waste no matter what.  If more people would reduce their non-recyclable waste there would have to be a reduction in communities and across the world.;I feel like I would be doing something positive for the environment by paying more money for environment friendly packaging or whatever the $50 would be going towards to achieve the goal.;deont;;CB
R_s7HKTw9fDvPumTT;waste;50;0;I would pay to make a difference but if it's not changing the overall big picture, then why even bother.;;;conseq;;CB
R_CdxfjR2mKEqtJzr;waste;50;25;Even though in the second case my waste was offset by other factors, I still reduced my waste. I would not pay as much as I would in the first situation, since there is no change though. I figured that I would pay half as much. It does not seem fair to me to spend the same amount of money as I would in situation #1, since the effects are different, but at the same time I did not want to do nothing.;;I did not want to do nothing. In the second case, even though there is no effect because of the offsets, I am still purchasing more durable goods and supporting companies that use recyclable and durable materials in their manufacturing. If I were to pay nothing and use non-recyclable materials, then there is no incentive for companies to move to more sustainable practices which may benefit my community and the world in the future. In other words, nothing would change.;conseq, conseqstill;;CB
R_2zpcpsNBaX9ZJbS;waste;50;5;Knowing that the change in my action results in a change for the larger world makes me more inclined to pay and pay more.;;I still would be willing to pay a small amount to hopefully encourage this across other platforms for others.;conseq, conseqstill;;CB
R_DvFjmCWVZZ9iqFb;waste;5;1;I am willing to pay more if waste decreases, but want to be sustainable regardless;;because I still care about helping the planet;conseq, deont;;CB
R_2YIZ7UQhqtG8NUa;waste;100;50;I actually feel I'd be willing to spend the same, but given that in the first scenario it impacted at a community and global level, I was willing to pay more. Thus, when it did not make the same impact, I was only willing to pay the $50.;;I still feel it is my personal responsibility to do what I can as an individual. It all adds up -- regardless of how big or small a person's contribution it. So, yes, I'd still be willing to do it and pay the $50.;conseq, deont: ownpart;;CB
R_1EZmPQfinb5iTi9;waste;25;25;;There will be an increase in population as babies are born. These new citizens will produce their own waste. I cannot envision a time when I would be willing to pay for more and get less.;because I would pay some amount to reduce my own waste.;other;;CB
R_3kLJSRREVe3DhNG;waste;10;10;;I chose to pay the same amount's to reduce my waste consumption because what i pay and reduce is my contribution to reducing waste.;Because it is my contribution to reducing waste. Just because others increased their waste doesn't mean that i can't do my part to help the situation.;deont: ownpart;;CB
R_xsBsrWt20HL63tf;waste;0;0;;;;;;CB
R_3MbqEJmzlzLaa0V;waste;100;100;;I don't base my decisions or personal values on what others do or don't do. So, it wouldn't really matter if more people joined in or not in a personal way. It would definitely matter for the environment, but I anecdotally know how apathetic a lot of people are about recycling. I'm also not rich by any means so I couldn't afford a high fee for extra recycling services.;Because I'm still being provided a service that has a cost and has employees that need to be paid. I don't think anyone could find such a thing for free.;deont;;CB
R_1PbmFz2OLzKG1Pa;waste;0;0;;;;;;CB
R_OvPwJo6EkZIBzoJ;waste;100;100;;Because reducing non-recyclabe waste is a good for the environment and reduces environmental pollution.;Because reducing my personal non-recyclable waste is a priority for me.;deont: principle;;CB
R_3lyItRvlYhgJ9Tk;waste;0;0;;;;;;CB
R_2eWiWxexMyztMye;waste;10;10;;I wouldn't mind paying for a reduction even if it doesn't mean things don't change.;If I don't pay the amount, global production will increase even more.;deont;;CB
R_2dgR2PJXOKDABxl;waste;25;0;Because in the first scenario, my reduction of waste would have a small impact on the overall waste. In the second scenario, my reduction wouldn't have any impact on the overall reduction in waste. So, I didn't want to spend any extra money for waste reduction in the second scenario.;;;conseq;;CB
R_1FCy0gxuieGDyjn;waste;25;5;In the second situation, I would still have the satisfaction of knowing that I did not contribute to extra waste.  And I would presumably be developing strategies so that could be more of a long-term practice for me.;;The impact for me personally would still be meaningful, even if the global impact were zero.;deont: feelgood;;CB
R_POIUHTV9K8qVfa1;waste;20;20;;We are talking about reducing my non-recyclable waste.  Even if no one else is reducing or increasing theirs, I feel like i should do my part and reduce mine as much as I can.;Even if the total is not impacted, I feel I still need to do my part in the reduction of waste.;deont: ownpart;;CB
R_2qD8XKZ33G7we5v;waste;5;0;I'm not going to pay if there is no difference and my actions have no effect. That money is better kept in my budget and spent on my necessary needs. The corporations can step up and reduce their waste first.;;;conseq;;CB
R_3J3LsE9u2rzJR4V;waste;5;5;;I feel that in either situation, reducing my personal waste is still worthwhile - like even if the overall amount doesn't change, I should do my part and set a good example. $5 is a reasonable amount for me to pay to reduce my waste, regardless of the broader impact.;I think it's still good to reduce my own waste, even if it doesn't really change how much total waste there is. I can't fix the whole problem myself, but doing what I can makes me feel better and maybe if more people did the same, it could add up over time.;deont: ownpart, deont: feelgood, conseqstill;;CB
R_3ikbC8xHNArAiJV;waste;0;0;;;;;;CB
R_9HsvpRJ74yFLwjf;waste;0;0;;;;;;CB
R_3CHFMzcuiofx9hX;waste;0;0;;;;;;CB
R_1LheHVYLdYVuWwi;waste;25;0;I would pay a little if it made a difference, but if it makes no difference its a waste of money;;;conseq;;CB
R_1IXBi76CKomwvWO;waste;0;0;;;;;;CB
R_2XpWSh9D8evDOpj;waste;0;0;;;;;;CB
R_20PasDmu7uSudrG;waste;0;0;;;;;;CB
R_31HQGZFE508GSv2;waste;0;0;;;;;;CB
R_1o6yJMmZ7SglnYw;waste;100;100;;I would still try to reduce my non-recyclable waste and be willing to pay $100 or whatever it takes.  I would hope that others would do the same and not offset my reduction.;I would like to reduce my non-recyclable waste and am willing to pay money to do this even though the impact is zero in the hopes that others may follow and there will be a reduction in non-recyclable waste some day.;deont, conseqstill;;CB
R_W97jGhMpecL3t2V;waste;0;0;;;;;;CB
R_3n6PRFBfMImCaL1;waste;20;0;why would I pay extra when the total impact would be zero;;;conseq;;CB
R_10Yrk1FmSHsbTzU;waste;100;50;I think an extra $1 per pound is a reasonable cost to recycle.  I would only pay half if the outcome of waste stays the same.  The half is to make it cheaper for others to recycle.;;This would make it cheaper for others to recycle, promoting the habit of recycling.;conseq;;CB
R_1PRSNNM49WXprYW;waste;5;5;;It would be worth a little money to me to produce less waste because it would mean handling less waste.;It would be a convenience for me to have less waste to manage.;other;;CB
R_3Etbkq204ecRbUa;waste;0;0;;;;;;CB
R_xzkJBI5XqMsoQE1;waste;10;0;If my actions have no impact, why would I pay money? I am retired and on a fixed income.;;;conseq;;CB
R_1pzMTWpLFbul8AX;waste;20;10;because i am basicly paying someone to produce more waste in scenario 2 ,but i would like to lessen my waste because i already try to recycle all i can;;because i hate throwing things out and i wouldn't mind paying to reduce the amount of waste i throw out;deont: ownpart;;CB
R_24qrgzKyEkb5ksn;waste;50;50;;most of what we put in our recycle bins is never recycled anyway   we pay for this to be done and it is not done correctly   i wish they could find a better solution;see my earlier remark;other;;CB
R_1OOFPluM8e9BGw6;waste;500;0;why pay for my change if it doesnt make a difference in the long run...the amount stays the same, according to the presented scenario,;;;conseq;;CB
R_238AM6X1wNyDuDL;waste;60;60;;This is because to become successful there is always trial and error.;"For some thing to be successful scarifies must be made.
";deont;;CB
R_3HNC51MDkLCMajm;waste;5;0;I’d pay to help in reduction if it worked. But wouldn’t pay in the second case because there’s no effect globally;;;conseq;;CB
R_2TFO8zXsto4ieum;waste;20;0;I feel like the money will be better spent in my immediate community as it will affect the people closest to me. I wouldn't pay money for a net zero change.;;;conseq;;CB
R_3OdlGarJTjayptQ;waste;0;0;;;;;;CB
R_28Uke7w5AUyc60x;waste;20;10;I offered to pay more for a better outcome overall, and I offered to pay less because it doesn't affect the overall outcome as much as it would, had I been able to individually have an effect.;;I feel as though contributing money would be a way of making up for the fact that I wasn't able to contribute like I would want to.;conseq, deont;;CB
R_9ZAxY7r2hpoWs13;waste;100;0;If the money would have no effect, then I don't see the point of spending it. If there's a definite change, I would feel great about spending the money.;;;conseq;;CB
R_21iAhU1AquLLz6g;waste;20;10;I still want to try to do my part;;Because maybe I could inspire others to get on the bandwagon with me and ultimately make a difference;deont: ownpart, conseqstill;;CB
R_bw1Lletm2TRgmYN;waste;20;0;I would only pay extra if there is a positive result.;;;conseq;;CB
R_xsjHLyTiDQelKyl;waste;50;10;because i thought it was going for the greater good;;because if re-cycling will not change anything , why spend much on it;conseq;;CB
R_2WCZOsED7fonPnR;waste;0;0;;;;;;CB
R_soG2yK1G1LW1BJf;waste;0;0;;;;;;CB
R_3Jyl3grSpWm0xYm;waste;0;0;;;;;;CB
R_3qrksHh1lZ0RCFw;waste;2;0;I cannot afford more expenditures for zero results;;;conseq;;CB
R_1ilk2neUDAiGisM;waste;50;50;;because that's all I can afford to spend on re-usables.;because it's important to me to use re-usable items;deont;;CB
R_6fp5g8Auc41yWxr;waste;0;0;;;;;;CB
R_1LTjzgrAEcw6OUQ;waste;0;0;;;;;;CB
R_2BfkPA1FvvuaRHP;waste;10;0;I do not have enough of an expendable income to make financial decisions that have no income on anything;;;conseq;;CB
R_1CqCAHioaUgK50b;waste;50;0;"i chose $50 for the first one because it is what i can afford and it will make an impact, the second i would not pay anything because  
it would have no impact";;;conseq;;CB
R_27yrOPCTTntazms;waste;50;0;;;;;;CB
R_3HZYeJWhF8PImDE;waste;20;0;In the first scenario, I am paying to reduce my waste which has an impact on the overall outcome. I do not have the disposable income available to pay for something that would not make a difference in my community/across the world.;;;conseq;;CB
R_bBdhSAuswenvRgl;waste;100;50;I would be more willing to recycle non-recyclable waste if it would make an impact and pay a higher amount than if there were no impact.;;I would still be willing to pay money in scenario 2 as I am assuming that I have to take it to a facility to be processed or picked up and that takes money for that service to be available to people.;conseq, conseqstill;;CB
R_3MDSwXyO6rpzVXe;waste;76;0;;;;;;CB
R_1ohRSwdu8u0dNzO;waste;100;0;I would pay more if it does more good overall.;;;conseq;;CB
R_3sDti6UfdM7OVkB;waste;200;100;well in the second situation it just seems like it is not worth spending so much money on something that doesn't really make a change.;;Just to set a good example to my family, friends and neighbors.;conseq, deont;;CB
R_2VffzGWlKuCbWqL;waste;0;0;;;;;;CB
R_1HnKepRGn8iM0nZ;waste;50;0;Because it has no effect, so what is point in reducing waste.  It requires a village to make change;;;conseq;;CB
R_3gSnFqKAGMg6KLf;waste;20;0;I would be willing to pay a modest amount ($20) to take 100 pounds of non-recyclable waste out of the system because I think it would benefit the environment in a very modest way. I would not be willing to pay anything to reduce my own personal waste if it didn't have any impact on the environment at all.;;;conseq;;CB
R_3Mc9FXhkYyctImn;waste;5;0;I don't think I did give different answers. But the situations are different.;;;other;;CB
R_XnNA4DqimLI8GMp;waste;25;25;;I would feel good about doing something positive for the environment and would hope that others would follow my example.;I would feel good about doing something positive for the environment and would hope that others would follow my example.;deont: feelgood;;CB
R_24OyKLeP5EyAYMx;waste;10;0;i would not pay any amount if its not doing any good;;;conseq;;CB
R_10PnU6IQOXNWNDl;waste;50;50;;"I provided the same answer in both situations because, regardless of the immediate consequence on the total non-recyclable waste, reducing my personal non-recyclable waste by 100 pounds is a meaningful action. In the first situation, where my action directly reduces global non-recyclable waste by 100 pounds, it's evident that my contribution has a positive impact on the environment.

However, even in the second situation where my action doesn't directly reduce the total non-recyclable waste, I believe in the principle of responsible waste management and setting a good example. It's important to lead by action, promoting sustainability and encouraging others to reduce their waste. Thus, the willingness to pay remains the same, reflecting my commitment to responsible waste reduction irrespective of immediate impact.";"In situation 2, where the total impact on non-recyclable waste is zero, my willingness to pay to reduce my non-recyclable waste may seem counterintuitive. However, my decision to pay still stands on the principles of personal responsibility and advocacy for sustainable practices.

Firstly, by personally reducing 100 pounds of non-recyclable waste, I am setting an example for others. People often mirror behaviors they see in their community. If they observe responsible waste management and reduction in non-recyclable waste, it might motivate them to follow suit.

Secondly, supporting the use of recyclable or durable materials, even if it comes at a cost, promotes a market for sustainable products. This demand can encourage manufacturers to produce more eco-friendly options, ultimately contributing to a broader shift towards sustainable production and consumption.";deont: principle;;CB
R_1mVI82pTlLA5Ivm;waste;20;0;If there is no net reduction in non-recyclable waste as in the second scenario, it's not worthwhile my paying to reduce it.  I would be willing to pay for a net reduction in non-recyclable waste.;;;conseq;;CB
R_1gtFpAyVtVXrHcQ;waste;120;60;I want to help but I will not make it hard on myself if it is not going to do any good.;;I would want to help if I am financial able.;conseq;;CB
R_1fdBSy0wiDQpfTC;waste;0;0;;;;;;CB
R_XugrZGIirCFjpO9;waste;100;0;Because the expense to me wouldn't make a difference anyways;;;conseq;;CB
R_uf8yyf2RdyzgwAp;waste;50;0;It would essentially cost me zero dollars in the second scenario.;;;other;;CB
R_1LLMFwXYz65OdsN;waste;40;20;Situation 1 would also have an impact on the rest of the world;;Still reducing my own personal waste;conseq, deont;;CB
R_ZqktSW8SjUDhDWN;waste;0;0;;;;;;CB
R_r0Ga6JhUX7KGsHT;waste;1;0;Because it only makes sense to pay if it has an impact.;;;conseq;;CB
R_3K5fgEvZ1ivrrTH;waste;10;0;I'm not going to pay money to reduce my waste if nothing happens.;;;conseq;;CB
R_1oA0HCcBoNEyGJ3;waste;50;0;if it was me and I have a direct effect on others I would like to help solve a problem that I contributed to buy id it is just so I fell better about the face that I have less non-recyclable waste even though there is no difference on the world I will not waste my money;;;conseq;;CB
R_1Ecxks5QXobiHvO;waste;100;20;If my change doesn't matter for global change then I'd probably only be willing to pay less for that.;;I still think I'd feel better about my personal impact on the environment if I could reduce my waste.;conseq, deont: feelgood;;CB
R_3KOSGCp1dd79wBD;waste;10;10;;I am always trying to reduce the amount of waste I generate, so I would happy to pay a little in both scenarios to do this.;I would want to do it for myself to know I did something to try and help.;deont: ownpart;;CB
R_1LhBDaIn8h7tWYp;waste;100;0;I am willing to pay to have an impact. If it does not matter I do not see a point in doing it;;;conseq;;CB
R_3ea7ItHnbKB7t7D;waste;50;50;;Because  I wouldn't want to spend too much;Bc it would make be feel better honestly;deont: feelgood;;CB
R_31mFLUTkKjJ2mtP;waste;50;0;Because if there's going to be such a drastic offset, then I feel like I'm wasting money at that point.;;;conseq;;CB
R_1IGAf4ZHbzXLYNU;waste;5;0;I would not want to pay anything if it is not making a difference. What is the point of paying for something worthless?;;;conseq;;CB
R_3KpQW7LBIbOuGD7;waste;10;0;If it is irrelevant to me to reduce non-recyclable waste, why do it?;;;conseq;;CB
R_3Pcd6125mYzecvk;waste;0;0;;;;;;CB
R_3sg3eXpVaEaBOGl;waste;0;0;;;;;;CB
R_vkpU3lCtaacpryx;waste;50;50;;I don't see the two scenarios as being very different. I don't feel I have any control over what happens to the waste once it leaves my home.;I believe it would be a cumulative progression in my community - once enough people started focusing on this issue.;deont;;CB
R_2ZP0wt3dLgxquIj;waste;1;1;;I felt the same importance for both;I just felt like I couldn't afford much to begin with;deont;;CB
R_2DTS0ZxEJsjiY3t;waste;15;10;If my actions don't have an impact like I had hoped then I am not willing to pay as much for the extra effort.;;It could still set a positive example for others to follow. Someone has to get the ball rolling even if it's at a minor cost to themselves.;conseq, conseqstill;;CB
R_2YP0TE3oQgVHdRT;waste;100;100;;In both scenarios my 100 pounds will be added to the global non-recyclable waste and it is better to reduce it;Otherwise, it will be a 100 pounds added to the global non-recyclable waste;deont;;CB
R_10u4fCnp5umLhzK;waste;0;0;;;;;;CB
R_3ffugJbKIisPU3o;waste;1;0;;;;;;CB
R_2OUSKcE2aA7IoZP;waste;50;50;;I chose the to pay $50 as I felt it was a decent amount to spend on helping the planet while simultaneously not knowing enough. Either way I wanted to be consistent and help out, regardless of the outcome, it is the right thing to do.;I chose the to pay $50 as I felt it was a decent amount to spend on helping the planet while simultaneously not knowing enough. The only reason why the total amount of non-recyclable waste around the world does not change is due to the fact that I'm one person on a planet of 8 billion. Even if it doesn't have an impact, its the right thing to do and could potentially lead to something greater if others follow my example.;deont, conseqstill;;CB
R_1d4uzsGfGg34dsa;waste;100;50;I would be willing to pay more if I felt like my actions were having an overall effect on the world.  When they don't, I am not willing to pay as much extra.;;I would still pay some extra in situation 2 because I believe it is the right thing to do.  Also, if everybody was willing to pay a little extra, eventually there may be a global impact in the future.;conseq, conseqstill;;CB
R_1QbF9Upi30121JG;waste;20;0;I feel like the first option is much more empowering and leads me to be more invested. I feel like there needs to be infrastructure changes to really make a difference.;;;conseq;;CB
R_1LhbcCV6Pl7iZ1e;waste;10;0;I am helping out with scenario one with its overall reduction. I don't get that with with two and makes no difference.;;;conseq;;CB
R_Y91ZQUKG9t3luZr;waste;100;25;I am appreciative that I was able to reduce my personal non-recyclable waste by 100 pounds, but I would want my own contribution to end up making a positive difference overall.;;See other answer. I am still happy that I was able to reduce my own output.;conseq, deont;;CB
R_1MLgcWmOXdxqaxB;waste;200;0;me spending more money for recycable goods that leads only to other people polluting more does not good , so i might as well pay nothing and pollute as much as i was before considering paying more made no overall difference.;;;conseq;;CB
R_1E3ZBqvhUScyvn4;waste;0;0;;;;;;CB
R_2tng3SgV2aZ25xp;waste;100;50;even if it doesnt help i would feel good but wouldnt pay as much;;i would feel good about myself;deont: feelgood;;CB
R_sG9cjiMMJ7vznEZ;waste;20;0;I am generally averse to bearing the cost burden for sustainable practices, but at 100 pounds I think it would be unreasonable to not offer some amount of money to minimize that kind of waste. However, if there was some scenario where I knew it would actually contribute nothing to sustainability, I wouldn't be able to justify to myself spending any amount of money.;;;conseq;;CB
R_1LwfBGK8Ny5mpqF;waste;0;0;;;;;;CB
R_3HYzWCFf9oLMOfp;waste;5;0;I am not willing to pay much in offset costs that would effect my current cost of living. I would rather find ways to consume less rather than pay what is essentially a tax.;;;conseq;;CB
R_3Pi7You7DBnlQKB;waste;50;0;Because in the first scenario my action had positive consequences to it, making it more worth spending money on reducing my non-recyclable waste. If doing so doesn't have any positive impact, then there is no point in wasting money to reduce it.;;;conseq;;CB
R_3PaAo5yNGHkz4Cr;waste;0;0;;;;;;CB
R_1f434OpSPSHECtW;waste;2;0;I would only pay if I made a difference. I wouldn't make my life harder for nothing.;;;conseq;;CB
R_3fMFXzFWSHZr1vl;waste;50;0;If the total non-recycable waste does not change at all in my community or around the world in general, than I would have no reason to spend money and change my habits regarding waste;;;conseq;;CB
R_3LhG8i65nAaiRH8;waste;25;25;;Because that is how much I can afford;This is help the waste company to meet their obligation;other;;CB
R_24k5z4yr8YDMacm;waste;5;5;;I still want to reduce waste.;I still want to reduce waste.;deont;;CB
R_Q5r1AkhqwXobV3r;waste;0;0;;;;;;CB
R_11b7lWcFwPNj1jq;waste;75;5;I will pay a little more in scenario 1 because I feel it makes a difference.;;I think it would help with recycling.;conseq, deont;;CB
R_2fl1yRBCaJjcje1;waste;20;0;Because if I'm the only person contributing, why should I have to pay more so someone else slacks off?;;;conseq;;CB
R_6yPnVBvrjukNTa1;waste;10;0;I want to contribute positively to the world, especially in matters of environmental issues.  If one way to do this is to pay a relatively small amount to generate less waste, then I definitely want to do my part and hope that a lot of other people similar to me are willing to do the same.  If the consequence is that nothing changes, then there is absolutely no reason to spend the money.;;;conseq;;CB
R_3gYnyge5w9UCMht;waste;60;50;its cost efficient but also i want to gave more money;;its good;other;;CB
R_2CJPKkTh5ooc7ih;waste;100;0;If the amount across the world is not being reduced than I don't want to have to pay for something that isn't making a difference.;;;conseq;;CB
R_Oj3srILdsuQqIYp;waste;20;10;Since this is only my impact and probably wouldn't change much overall I want to pay less.;;It would be more of a mindset for me to know I got rid of something.;other;;CB
R_yQOIenNk3HCezDP;waste;2;0;I felt like if it made an effect it should have a value to it.  If it doesn’t do anything then it has no value.  In the big scheme of thing 100 pounds isn’t really that much;;;conseq;;CB
R_2Ylg4u3L6nJgFy0;waste;50;0;I would be willing to pay more if my actions actually made a difference, otherwise it doesn't make any sense to pay and basically waste my money.;;;conseq;;CB
R_24jXpB45k9YkkRC;waste;15;0;I'd be willing to pay for my non recyclable waste because it would impact the world by reducing 100 pounds.;;;conseq;;CB
